2721149.1, 0.0024414063, 0.0039306642,0,4,-4,4006,25,3981,389.6484375000,148.6816406250, 0.0000000000, 0.2929687500, 3.0525031090, 3.9072039127,15.3846149445,24352,23.3846
2721150.9, 0.0024414063, 0.0039550783,0,4,-4,4003,24,3979,389.6484375000,149.9023437500, 0.0000000000, 0.2441406250, 3.0525031090, 3.9072039127,15.3846149445,24352,23.3846
2721152.8, 0.0024414063, 0.0039550783,0,7,-7,4003,23,3980,389.8925781250,149.9023437500, 0.0000000000, 0.1953125000, 3.0525031090, 3.9072039127,15.3846149445,24352,29.3846
2721154.7, 0.0048828125, 0.0039550783,0,4,-4,4002,23,3979,389.6484375000,149.6582031250, 0.0000000000, 0.1953125000, 3.0525031090, 3.9072039127,15.3846149445,24352,23.3846
2721156.7, 0.0048828125, 0.0039550783,0,4,-4,4002,23,3979,389.6484375000,149.9023437500, 0.0000000000,35.1562500000, 3.0525031090, 3.9072039127,15.3846149445,24352,23.3846
2721158.3, 0.0024414063, 0.0039550783,0,4,-4,4003,23,3980,389.6484375000,149.9023437500, 0.0000000000,54.9804687500, 3.0525031090, 3.9072039127,15.3846149445,24352,23.3846
2721161.2, 0.0048828125, 0.0039794925,0,4,-4,4001,23,3979,389.6484375000,149.9023437500, 0.0000000000,56.7871093750, 3.0525031090, 3.9072039127,15.3846149445,24352,23.3846
2721163.1, 0.0048828125, 0.0039794925,0,2,-2,4002,23,3979,389.6484375000,149.9023437500, 0.0000000000,56.2988281250, 3.0525031090, 3.9072039127,15.3846149445,24352,19.3846
2721165.0, 0.0048828125, 0.0039794925,0,4,-4,4004,23,3981,389.6484375000,149.9023437500, 0.0000000000,55.8105468750, 3.0525031090, 3.9072039127,15.3846149445,24352,23.3846
2721167.0, 0.0048828125, 0.0039794925,0,4,-4,4002,21,3981,389.6484375000,149.9023437500, 0.0000000000,55.4687500000, 3.0525031090, 3.9072039127,15.3846149445,24352,23.3846
2721168.9, 0.0048828125, 0.0039794925,0,4,-4,4003,23,3980,389.6484375000,149.9023437500, 0.0000000000,55.2246093750, 3.0525031090, 3.9072039127,15.3846149445,24352,23.3846
2721170.9, 0.0048828125, 0.0039794925,0,7,-7,4000,21,3979,389.6484375000,149.9023437500, 0.0000000000,55.1269531250, 3.0525031090, 3.9072039127,15.3846149445,24352,29.3846
2721172.8, 0.0048828125, 0.0039794925,0,4,-4,4001,21,3980,389.8925781250,149.6582031250, 0.0000000000,55.0781250000, 3.0525031090, 3.9072039127,15.3846149445,24352,23.3846
2721174.8, 0.0048828125, 0.0039794925,0,4,-4,4000,21,3979,389.6484375000,149.6582031250, 0.0000000000,55.1269531250, 3.0525031090, 3.9072039127,15.3846149445,24352,23.3846
2721178.7, 0.0024414063, 0.0039794925,0,2,-2,4003,23,3980,389.6484375000,149.6582031250, 0.0000000000,55.0781250000, 3.0525031090, 3.9072039127,15.3846149445,24352,19.3846
2721179.9, 0.0024414063, 0.0039794925,0,7,-7,4002,21,3981,389.6484375000,149.9023437500, 0.0000000000,55.0292968750, 3.0525031090, 3.9072039127,15.3846149445,24352,29.3846
2721180.7, 0.0048828125, 0.0039794925,0,4,-4,4002,23,3979,389.6484375000,149.6582031250, 0.0000000000,55.0781250000, 3.0525031090, 3.9072039127,15.3846149445,24352,23.3846
2721185.3, 0.0024414063, 0.0039794925,0,4,-4,3504,21,3483,389.6484375000,148.1933593750,40.8203125000,55.0292968750, 1.8315018415, 3.4188034534,16.1172161102,24352,24.1172
2721185.9, 0.0048828125, 0.0039550783,0,2,-2,3501,19,3482,389.6484375000,144.7753906250,90.9179687500,55.0292968750, 1.8315018415, 3.4188034534,16.1172161102,24352,20.1172
2721188.2, 0.0048828125, 0.0039794925,0,4,-4,3503,20,3483,389.8925781250,144.7753906250,89.7460937500,55.1269531250,1197.8022460938,35.1648368835,16.1172161102,24352,24.1172
2721189.0, 0.0048828125, 0.0039794925,0,4,-4,3503,20,3483,389.6484375000,144.7753906250,89.8437500000,55.0781250000,1197.8022460938,35.1648368835,16.1172161102,24352,24.1172
2721192.0, 0.0024414063, 0.0040283203,0,2,-2,3501,18,3483,389.6484375000,144.7753906250,89.8437500000,72.7050781250,1197.8022460938,35.1648368835,16.1172161102,24352,20.1172
2721193.6, 0.0048828125, 0.0043212892,0,4,-4,3289,15,3109,389.8925781250,144.5312500000,89.9414062500,61.1816406250,1202.0756835938, 6.8376069069,157.5091552734,24612,165.509
2721197.0, 0.0048828125, 0.0042968751,2725,9,2716,3124,13,3111,389.6484375000,134.7656250000,84.8632812500,66.2597656250,1202.0756835938,42.9792442322,736.2637329102,24612,754.264
2721197.8, 0.0048828125, 0.0043212892,2725,9,2716,3124,13,3111,389.6484375000,134.7656250000,84.9609375000,69.8242187500,1202.0756835938,42.9792442322,736.2637329102,24612,754.264
