723939.5, 0.0048828125, 0.0040771482,0,4,-4,4001,20,3981,389.6484375000,149.6582031250, 0.0000000000, 0.1464843750, 3.6630036831, 2.4420025349,15.3846149445,33016,23.3846
723941.5, 0.0048828125, 0.0040771482,0,4,-4,4000,19,3981,389.6484375000,149.6582031250, 0.0000000000, 0.0976562500, 3.6630036831, 2.4420025349,15.3846149445,33016,23.3846
723943.4, 0.0048828125, 0.0040771482,0,4,-4,3999,19,3980,389.6484375000,149.9023437500, 0.0000000000, 0.1464843750, 3.6630036831, 2.4420025349,15.3846149445,33016,23.3846
723945.3, 0.0024414063, 0.0040771482,0,4,-4,3998,18,3980,389.6484375000,149.9023437500, 0.0000000000, 0.1464843750, 3.6630036831, 2.4420025349,15.3846149445,33016,23.3846
723947.1, 0.0024414063, 0.0040771482,0,2,-2,3998,18,3980,389.6484375000,149.6582031250, 0.0000000000,39.7949218750, 3.6630036831, 2.4420025349,15.3846149445,33016,19.3846
723951.0, 0.0024414063, 0.0040771482,0,4,-4,3999,18,3981,389.8925781250,149.9023437500, 0.0000000000,55.8105468750, 3.6630036831, 2.4420025349,15.3846149445,33016,23.3846
723951.9, 0.0048828125, 0.0041015623,0,2,-2,3996,18,3978,389.6484375000,149.9023437500, 0.0000000000,56.2011718750, 3.6630036831, 2.4420025349,15.3846149445,33016,19.3846
723952.8, 0.0048828125, 0.0040771482,0,7,-7,3999,19,3980,389.6484375000,149.9023437500, 0.0000000000,56.0058593750, 3.6630036831, 2.4420025349,15.3846149445,33016,29.3846
723954.7, 0.0024414063, 0.0040771482,0,7,-7,3999,19,3980,389.6484375000,149.9023437500, 0.0000000000,55.5664062500, 3.6630036831, 2.4420025349,15.3846149445,33016,29.3846
723957.3, 0.0024414063, 0.0040771482,0,4,-4,3999,18,3981,389.6484375000,149.9023437500, 0.0000000000,55.1757812500, 3.6630036831, 2.4420025349,15.3846149445,33016,23.3846
723959.2, 0.0048828125, 0.0041015623,0,2,-2,3998,18,3979,389.6484375000,149.9023437500, 0.0000000000,54.9804687500, 3.6630036831, 2.4420025349,15.3846149445,33016,19.3846
723960.5, 0.0048828125, 0.0040771482,0,4,-4,3999,18,3981,389.6484375000,149.9023437500, 0.0000000000,54.9316406250, 3.6630036831, 2.4420025349,15.3846149445,33016,23.3846
723963.4, 0.0048828125, 0.0040771482,0,4,-4,3998,18,3980,389.6484375000,149.9023437500, 0.0000000000,54.8339843750, 3.6630036831, 2.4420025349,15.3846149445,33016,23.3846
723965.4, 0.0024414063, 0.0040771482,0,9,-9,4002,18,3984,389.6484375000,149.9023437500, 0.0000000000,54.7851562500, 3.6630036831, 2.4420025349,15.3846149445,33016,33.3846
723967.3, 0.0048828125, 0.0041015623,2,2,0,3994,18,3976,389.6484375000,149.9023437500, 0.0000000000,54.8339843750, 3.6630036831, 2.4420025349,15.3846149445,33016,19.3846
723969.2, 0.0048828125, 0.0041015623,0,2,-2,3997,18,3979,389.6484375000,149.9023437500, 0.0000000000,54.8339843750, 3.6630036831, 2.4420025349,15.3846149445,33016,19.3846
723972.6, 0.0048828125, 0.0041015623,0,0,0,3997,18,3979,389.8925781250,149.9023437500, 0.0000000000,54.8339843750, 3.6630036831, 2.4420025349,15.3846149445,33016,15.3846
723973.4, 0.0048828125, 0.0040771482,0,4,-4,3498,17,3481,389.6484375000,145.2636718750,80.9570312500,54.8339843750, 1.8315018415, 2.4420025349,15.3846149445,33016,23.3846
723974.7, 0.0048828125, 0.0040771482,0,4,-4,3500,17,3483,389.6484375000,144.7753906250,89.7460937500,54.8339843750, 1.8315018415, 2.4420025349,15.3846149445,33016,23.3846
723976.6, 0.0048828125, 0.0040771482,0,4,-4,3500,17,3483,389.6484375000,144.7753906250,89.7460937500,54.8828125000,1202.0756835938,34.1880340576,30.0366306305,33016,38.0366
